"substance" "annee_N_1" "quantite_substance_N_1" "annee.x" "quantite_substance.x" "annee.y" "quantite_substance.y"
"667" "e-5-decen-1-ol" "2016" 0 "2017" 0.2776032 "2018" 6.25529025
"668" "e-5-decen-1-ol" "2016" 0 "2017" 0.2776032 "2017" 0.2776032
"669" "e-5-decen-1-ol" "2016" 0 "2017" 0.2776032 "2019" 16.346673
"670" "e/z8_acetate_de_dodecenyle" "2014" 0 "2015" 952.7598 "2017" 803.0845056
"671" "e/z8_acetate_de_dodecenyle" "2014" 0 "2015" 952.7598 "2018" 906.792097
"672" "e/z8_acetate_de_dodecenyle" "2014" 0 "2015" 952.7598 "2016" 806.3812
"673" "e/z8_acetate_de_dodecenyle" "2014" 0 "2015" 952.7598 "2015" 952.7598
"674" "e/z8_acetate_de_dodecenyle" "2014" 0 "2015" 952.7598 "2019" 1045.975884
"675" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2015" 20655.5373268
"676" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2019" 57233.24821
"677" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2011" 179332.3876903
"678" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2018" 55756.946700298
"679" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2016" 24854.672246577
"680" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2014" 52259.871091
"681" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2013" 13364.983072
"682" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2010" 92559.7881207
"683" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2009" 29083.528719
"684" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2012" 12507.26125
"685" "e7,z9-dodecadienylacetate" "2008" 0 "2009" 29083.528719 "2017" 40501.154820786
"686" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2012" 9073.156161562
"687" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2016" 6636.3994204
"688" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2009" 6622.3857874
"689" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2013" 9215.34509426
"690" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2018" 5798.6800178
"691" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2019" 6430.439756
"692" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2017" 5365.736502
"693" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2008" 0
"694" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2011" 8660.52977011
"695" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2014" 8613.5564092
"696" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2010" 8283.056431747
"697" "e8,e10-dodecadiene-1-ol" "2008" 0 "2009" 6622.3857874 "2015" 26526.4014648
"698" "e8,e10-dodecadiene-1-ol_+_tetradecylacetate" "2016" 0 "2017" 3.090528 "2016" 0
"699" "e8,e10-dodecadiene-1-ol_+_tetradecylacetate" "2016" 0 "2017" 3.090528 "2017" 3.090528
"700" "e8,e10-dodecadiene-1-ol_+_tetradecylacetate" "2016" 0 "2017" 3.090528 "2019" 397.543079
"701" "e8,e10-dodecadiene-1-ol_+_tetradecylacetate" "2016" 0 "2017" 3.090528 "2014" 0
"702" "e8,e10-dodecadiene-1-ol_+_tetradecylacetate" "2016" 0 "2017" 3.090528 "2015" 0
"703" "e8,e10-dodecadiene-1-ol_+_tetradecylacetate" "2016" 0 "2017" 3.090528 "2018" 171.5392252
"704" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2013" 1940.5556805
"705" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2016" 2514.7196325
"706" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2012" 1734.967235
"707" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2011" 644.867885
"708" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2017" 2261.957565
"709" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2019" 2975.01107
"710" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2014" 2044.8120435
"711" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2018" 2870.643595
"712" "emamectine_benzoate" "2010" 0 "2011" 644.867885 "2015" 2188.32609651
"713" "essence_de_girofle" "2015" 0 "2016" 24.05 "2018" 8.325
"714" "essence_de_girofle" "2015" 0 "2016" 24.05 "2017" 28.675
"715" "essence_de_girofle" "2015" 0 "2016" 24.05 "2019" 8.325
"716" "essence_de_girofle" "2015" 0 "2016" 24.05 "2016" 24.05
"717" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2019" 61.95
"718" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2010" 28.875
"719" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2012" 18.9
"720" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2011" 505.05
"721" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2008" 0
"722" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2014" 102.375
"723" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2018" 140.175
"724" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2015" 101.85
"725" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2016" 98.175
"726" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2009" 9.45
"727" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2013" 102.9
"728" "ether_d'alkyl_aryl_polyglycol" "2008" 0 "2009" 9.45 "2017" 121.8
"729" "ethoprophos" "2014" 0 "2015" 1.5 "2016" 1
"730" "ethoprophos" "2014" 0 "2015" 1.5 "2019" 1
"731" "ethoprophos" "2014" 0 "2015" 1.5 "2015" 1.5
"732" "ethoprophos" "2014" 0 "2015" 1.5 "2011" 19635.6
"733" "ethoprophos" "2014" 0 "2015" 1.5 "2018" 26
"734" "ethoprophos" "2014" 0 "2015" 1.5 "2010" 30256.1
"735" "ethoprophos" "2014" 0 "2015" 1.5 "2009" 33342.29
"736" "ethoprophos" "2014" 0 "2015" 1.5 "2017" 158
"737" "ethoprophos" "2014" 0 "2015" 1.5 "2008" 30323.17
"738" "ethoprophos" "2014" 0 "2015" 1.5 "2013" 1.5
"739" "ethoprophos" "2014" 0 "2015" 1.5 "2012" 11.7
"740" "eugenol" "2016" 0 "2017" 142.989 "2017" 142.989
"741" "eugenol" "2016" 0 "2017" 142.989 "2019" 151.173
"742" "eugenol" "2016" 0 "2017" 142.989 "2018" 226.13976
"743" "extrait_d'ail" "2016" 0 "2017" 711 "2019" 2301.3
"744" "extrait_d'ail" "2016" 0 "2017" 711 "2017" 711
"745" "extrait_d'ail" "2016" 0 "2017" 711 "2018" 2317.5
"746" "farine_de_sang" "2011" 0 "2012" 0.998 "2019" 77.6444
"747" "farine_de_sang" "2011" 0 "2012" 0.998 "2014" 61.876
"748" "farine_de_sang" "2011" 0 "2012" 0.998 "2016" 18.962
"749" "farine_de_sang" "2011" 0 "2012" 0.998 "2012" 0.998
"750" "farine_de_sang" "2011" 0 "2012" 0.998 "2013" 41.916
"751" "farine_de_sang" "2011" 0 "2012" 0.998 "2018" 89.82
"752" "farine_de_sang" "2011" 0 "2012" 0.998 "2017" 65.369
"753" "farine_de_sang" "2011" 0 "2012" 0.998 "2015" 110.778
"754" "fenbutatin_oxyde" "2013" 0 "2014" 0.55 "2008" 820.105
"755" "fenbutatin_oxyde" "2013" 0 "2014" 0.55 "2011" 7.15
"756" "fenbutatin_oxyde" "2013" 0 "2014" 0.55 "2010" 3.85
"757" "fenbutatin_oxyde" "2013" 0 "2014" 0.55 "2014" 0.55
"758" "fenbutatin_oxyde" "2013" 0 "2014" 0.55 "2012" 2.2
"759" "fenbutatin_oxyde" "2013" 0 "2014" 0.55 "2009" 4.4
"760" "fenpyrazamine" "2014" 0 "2015" 12.25 "2017" 6678.245
"761" "fenpyrazamine" "2014" 0 "2015" 12.25 "2019" 5974.89
"762" "fenpyrazamine" "2014" 0 "2015" 12.25 "2018" 9263.985
"763" "fenpyrazamine" "2014" 0 "2015" 12.25 "2015" 12.25
"764" "fenpyrazamine" "2014" 0 "2015" 12.25 "2016" 7585.5545
"765" "fluopicolide" "2008" 0 "2009" 12.1875 "2018" 64194.849252
"766" "fluopicolide" "2008" 0 "2009" 12.1875 "2010" 1325.9694
"767" "fluopicolide" "2008" 0 "2009" 12.1875 "2019" 45033.868082
"768" "fluopicolide" "2008" 0 "2009" 12.1875 "2011" 6377.530552
"769" "fluopicolide" "2008" 0 "2009" 12.1875 "2015" 30817.1589857
"770" "fluopicolide" "2008" 0 "2009" 12.1875 "2014" 34454.992835
"771" "fluopicolide" "2008" 0 "2009" 12.1875 "2009" 12.1875
"772" "fluopicolide" "2008" 0 "2009" 12.1875 "2016" 38452.6272701
"773" "fluopicolide" "2008" 0 "2009" 12.1875 "2013" 27494.164162
"774" "fluopicolide" "2008" 0 "2009" 12.1875 "2017" 40144.9324245
"775" "fluopicolide" "2008" 0 "2009" 12.1875 "2012" 12227.489878
"776" "fluopyram" "2012" 0 "2013" 2.775 "2017" 102719.726915
"777" "fluopyram" "2012" 0 "2013" 2.775 "2014" 9845.96675
"778" "fluopyram" "2012" 0 "2013" 2.775 "2016" 59396.824255
"779" "fluopyram" "2012" 0 "2013" 2.775 "2018" 177034.407375
"780" "fluopyram" "2012" 0 "2013" 2.775 "2013" 2.775
"781" "fluopyram" "2012" 0 "2013" 2.775 "2019" 110938.763975
"782" "fluopyram" "2012" 0 "2013" 2.775 "2015" 52692.05677
"783" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2013" 7749.47
"784" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2012" 11886.18
"785" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2019" 3168.65
"786" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2016" 2943.102
"787" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2014" 5035.908
"788" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2015" 3904.176
"789" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2010" 14827.286
"790" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2011" 13527.89
"791" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2017" 3507.97
"792" "fluorure_de_sulfuryle" "2009" 0 "2010" 14827.286 "2018" 3961.062
"793" "fluquinconazole" "2016" 0 "2017" 0.0167 "2008" 29721.221
"794" "fluquinconazole" "2016" 0 "2017" 0.0167 "2009" 2.5974
"795" "fluquinconazole" "2016" 0 "2017" 0.0167 "2011" 0.358
"796" "fluquinconazole" "2016" 0 "2017" 0.0167 "2010" 0.27
"797" "fluquinconazole" "2016" 0 "2017" 0.0167 "2017" 0.0167
"798" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2017" 123039.7371979
"799" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2018" 150551.1015885
"800" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2015" 135072.3631185
"801" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2012" 58109.07375
"802" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2014" 127418.453325
"803" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2011" 1542.9875
"804" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2016" 140332.4974933
"805" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2019" 85606.124195
"806" "fluxapyroxad" "2010" 0 "2011" 1542.9875 "2013" 109617.844626
"807" "forchlorfenuron" "2012" 0 "2013" 2.16 "2014" 1.36
"808" "forchlorfenuron" "2012" 0 "2013" 2.16 "2013" 2.16
"809" "forchlorfenuron" "2012" 0 "2013" 2.16 "2018" 3.18
"810" "forchlorfenuron" "2012" 0 "2013" 2.16 "2017" 2.53
"811" "forchlorfenuron" "2012" 0 "2013" 2.16 "2019" 4.06
"812" "forchlorfenuron" "2012" 0 "2013" 2.16 "2015" 1.26
"813" "forchlorfenuron" "2012" 0 "2013" 2.16 "2016" 1.53
"814" "gamma-cyhalothrine" "2011" 0 "2012" 3 "2018" 48.45
"815" "gamma-cyhalothrine" "2011" 0 "2012" 3 "2015" 77.67
"816" "gamma-cyhalothrine" "2011" 0 "2012" 3 "2013" 72.2037
"817" "gamma-cyhalothrine" "2011" 0 "2012" 3 "2014" 124.89
"818" "gamma-cyhalothrine" "2011" 0 "2012" 3 "2019" 16.536
"819" "gamma-cyhalothrine" "2011" 0 "2012" 3 "2017" 89.34
"820" "gamma-cyhalothrine" "2011" 0 "2012" 3 "2012" 3
"821" "gamma-cyhalothrine" "2011" 0 "2012" 3 "2016" 82.8
"822" "geraniol" "2016" 0 "2017" 285.978 "2018" 452.27952
"823" "geraniol" "2016" 0 "2017" 285.978 "2019" 302.346
"824" "geraniol" "2016" 0 "2017" 285.978 "2017" 285.978
"825" "gliocladium_catenulatum_j_1446" "2012" 0 "2013" 241.6 "2014" 552.32
"826" "gliocladium_catenulatum_j_1446" "2012" 0 "2013" 241.6 "2019" 2018.484
"827" "gliocladium_catenulatum_j_1446" "2012" 0 "2013" 241.6 "2017" 1343.726
"828" "gliocladium_catenulatum_j_1446" "2012" 0 "2013" 241.6 "2015" 897.92
"829" "gliocladium_catenulatum_j_1446" "2012" 0 "2013" 241.6 "2018" 1729.332
"830" "gliocladium_catenulatum_j_1446" "2012" 0 "2013" 241.6 "2016" 1248.96
"831" "gliocladium_catenulatum_j_1446" "2012" 0 "2013" 241.6 "2013" 241.6
"832" "goudron_vegetal" "2008" 0 "2009" 628.698 "2009" 628.698
"833" "goudron_vegetal" "2008" 0 "2009" 628.698 "2010" 95.256
"834" "graisse_de_mouton" "2012" 0 "2013" 60.8 "2016" 3248.256
"835" "graisse_de_mouton" "2012" 0 "2013" 60.8 "2018" 5657.824
"836" "graisse_de_mouton" "2012" 0 "2013" 60.8 "2019" 6528.416
"837" "graisse_de_mouton" "2012" 0 "2013" 60.8 "2015" 1900.48
"838" "graisse_de_mouton" "2012" 0 "2013" 60.8 "2014" 962.56
"839" "graisse_de_mouton" "2012" 0 "2013" 60.8 "2013" 60.8
"840" "graisse_de_mouton" "2012" 0 "2013" 60.8 "2017" 4382.976
"841" "halauxifen-methyl" "2018" 0 "2019" 845.258625 "2019" 845.258625
"842" "halosulfuron-methyle" "2017" 0 "2018" 112.725 "2017" 0
"843" "halosulfuron-methyle" "2017" 0 "2018" 112.725 "2019" 296.175
"844" "halosulfuron-methyle" "2017" 0 "2018" 112.725 "2018" 112.725
"845" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2019" 950.17784
"846" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2013" 146.75334
"847" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2015" 0
"848" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2011" 222.3893
"849" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2018" 168.35425
"850" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2017" 0
"851" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2012" 451.00585
"852" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2014" 322.95611
"853" "heptamaloxyloglucan" "2010" 0 "2011" 222.3893 "2016" 0
"854" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2019" 950.17784
"855" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2013" 146.75334
"856" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2015" 0
"857" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2011" 222.3893
"858" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2018" 168.35425
"859" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2017" 0
"860" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2012" 451.00585
"861" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2014" 322.95611
"862" "heptamaloxyloglucan" "2017" 0 "2018" 168.35425 "2016" 0
"863" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2013" 440.476836575
"864" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2019" 46.313025
"865" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2017" 88.66089375
"866" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2014" 347.728976925
"867" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2010" 19557.38585205
"868" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2015" 108.70872375
"869" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2016" 264.3648975
"870" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2011" 21089.48162428
"871" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2012" 6203.62462345
"872" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2009" 25327.51041005
"873" "heptamethyltrisiloxane_modifie_polyalkylenoxide" "2008" 0 "2009" 25327.51041005 "2018" 187.7898
"874" "hexazinone" "2008" 0 "2009" 18.9 "2011" 10.8
"875" "hexazinone" "2008" 0 "2009" 18.9 "2012" 4.5
"876" "hexazinone" "2008" 0 "2009" 18.9 "2008" 0
"877" "hexazinone" "2008" 0 "2009" 18.9 "2009" 18.9
"878" "hexazinone" "2010" 0 "2011" 10.8 "2011" 10.8
"879" "hexazinone" "2010" 0 "2011" 10.8 "2012" 4.5
"880" "hexazinone" "2010" 0 "2011" 10.8 "2008" 0
"881" "hexazinone" "2010" 0 "2011" 10.8 "2009" 18.9
"882" "huile_blanche_paraffinique" "2009" 0 "2010" 1.25 "2010" 1.25
"883" "huile_de_girofle" "2012" 0 "2013" 188 "2014" 8
"884" "huile_de_girofle" "2012" 0 "2013" 188 "2013" 188
"885" "huile_de_paraffine" "2016" 0 "2017" 120 "2019" 83125.1708
"886" "huile_de_paraffine" "2016" 0 "2017" 120 "2017" 120
"887" "huile_de_paraffine" "2016" 0 "2017" 120 "2018" 33637.8
"888" "huile_de_pin" "2009" 0 "2010" 19.44 "2015" 2.16
"889" "huile_de_pin" "2009" 0 "2010" 19.44 "2014" 17.82
"890" "huile_de_pin" "2009" 0 "2010" 19.44 "2010" 19.44
"891" "huile_de_pin" "2009" 0 "2010" 19.44 "2011" 447.12
"892" "huile_de_pin" "2009" 0 "2010" 19.44 "2012" 429.84
"893" "huile_de_pin" "2009" 0 "2010" 19.44 "2013" 473.58
"894" "huile_de_pin" "2009" 0 "2010" 19.44 "2008" 486.54
"895" "huile_de_pin" "2009" 0 "2010" 19.44 "2016" 1.62
"896" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2011" 31.65
"897" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2018" 14616.5496
"898" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2010" 7.2
"899" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2017" 3891.47436
"900" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2016" 5038.4997
"901" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2013" 1325.292
"902" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2019" 8237.1057
"903" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2012" 978.048
"904" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2014" 1824.42
"905" "huile_essentielle_d'orange_douce" "2009" 0 "2010" 7.2 "2015" 2382.888
"906" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2013" 6379.25
"907" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2014" 8170.095
"908" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2016" 7144.57
"909" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2011" 3441.85
"910" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2015" 9303.35
"911" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2012" 2397.8
"912" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2017" 13977.065
"913" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2018" 23726.82
"914" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2010" 432.25
"915" "huile_essentielle_de_menthe_verte" "2009" 0 "2010" 432.25 "2019" 22783.6505
"916" "huile_minerale_blanche" "2017" 0 "2018" 15.3596 "2019" 2794.40144
"917" "huile_minerale_blanche" "2017" 0 "2018" 15.3596 "2012" 827.4042
"918" "huile_minerale_blanche" "2017" 0 "2018" 15.3596 "2018" 15.3596
"919" "huile_minerale_blanche" "2011" 0 "2012" 827.4042 "2019" 2794.40144
"920" "huile_minerale_blanche" "2011" 0 "2012" 827.4042 "2012" 827.4042
"921" "huile_minerale_blanche" "2011" 0 "2012" 827.4042 "2018" 15.3596
"922" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2015" 0
"923" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2009" 0
"924" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2014" 0
"925" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2010" 0
"926" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2011" 0
"927" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2012" 0
"928" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2017" 0
"929" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2013" 1
"930" "huiles_empyreumatiques" "2012" 0 "2013" 1 "2018" 0
"931" "hypochlorite_de_sodium" "2013" 0 "2014" 29.9 "2008" 14
"932" "hypochlorite_de_sodium" "2013" 0 "2014" 29.9 "2015" 97.175
"933" "hypochlorite_de_sodium" "2013" 0 "2014" 29.9 "2017" 63.5375
"934" "hypochlorite_de_sodium" "2013" 0 "2014" 29.9 "2011" 11.96
"935" "hypochlorite_de_sodium" "2013" 0 "2014" 29.9 "2019" 48.5875
"936" "hypochlorite_de_sodium" "2013" 0 "2014" 29.9 "2018" 26.1625
"937" "hypochlorite_de_sodium" "2013" 0 "2014" 29.9 "2016" 46.345
"938" "hypochlorite_de_sodium" "2013" 0 "2014" 29.9 "2014" 29.9
"939" "hypochlorite_de_sodium" "2010" 0 "2011" 11.96 "2008" 14
"940" "hypochlorite_de_sodium" "2010" 0 "2011" 11.96 "2015" 97.175
"941" "hypochlorite_de_sodium" "2010" 0 "2011" 11.96 "2017" 63.5375
"942" "hypochlorite_de_sodium" "2010" 0 "2011" 11.96 "2011" 11.96
"943" "hypochlorite_de_sodium" "2010" 0 "2011" 11.96 "2019" 48.5875
"944" "hypochlorite_de_sodium" "2010" 0 "2011" 11.96 "2018" 26.1625
"945" "hypochlorite_de_sodium" "2010" 0 "2011" 11.96 "2016" 46.345
"946" "hypochlorite_de_sodium" "2010" 0 "2011" 11.96 "2014" 29.9
"947" "ioxynil" "2008" 0 "2009" 34197.7154 "2011" 35995.2218
"948" "ioxynil" "2008" 0 "2009" 34197.7154 "2018" 285.43
"949" "ioxynil" "2008" 0 "2009" 34197.7154 "2012" 20276.59332
"950" "ioxynil" "2008" 0 "2009" 34197.7154 "2014" 19920.93752
"951" "ioxynil" "2008" 0 "2009" 34197.7154 "2010" 27070.64802
"952" "ioxynil" "2008" 0 "2009" 34197.7154 "2017" 5.60832
"953" "ioxynil" "2008" 0 "2009" 34197.7154 "2016" 15.267856
"954" "ioxynil" "2008" 0 "2009" 34197.7154 "2009" 34197.7154
"955" "ioxynil" "2008" 0 "2009" 34197.7154 "2019" 1.74
"956" "ioxynil" "2008" 0 "2009" 34197.7154 "2013" 25386.8975
"957" "ioxynil" "2008" 0 "2009" 34197.7154 "2015" 9450.319184
"958" "ipconazole" "2011" 0 "2012" 15.711 "2017" 1442.005425
"959" "ipconazole" "2011" 0 "2012" 15.711 "2014" 746.491875
"960" "ipconazole" "2011" 0 "2012" 15.711 "2015" 1067.789055
"961" "ipconazole" "2011" 0 "2012" 15.711 "2019" 860.908125
"962" "ipconazole" "2011" 0 "2012" 15.711 "2016" 1550.303655
"963" "ipconazole" "2011" 0 "2012" 15.711 "2018" 1553.74398
"964" "ipconazole" "2011" 0 "2012" 15.711 "2012" 15.711
"965" "ipconazole" "2011" 0 "2012" 15.711 "2013" 64.77465
"966" "isofetamide" "2017" 0 "2018" 62.4 "2018" 62.4
"967" "isofetamide" "2017" 0 "2018" 62.4 "2019" 6112.64
"968" "kieselguhr" "2015" 0 "2016" 386.4 "2019" 7481.43632
"969" "kieselguhr" "2015" 0 "2016" 386.4 "2016" 386.4
"970" "kieselguhr" "2015" 0 "2016" 386.4 "2017" 2437.08
"971" "kieselguhr" "2015" 0 "2016" 386.4 "2018" 8737.24
"972" "lecithine_de_soja" "2013" 0 "2014" 35413.42615 "2014" 35413.42615
"973" "liant_cellulosique" "2012" 0 "2013" 0.23501 "2014" 0.0993
"974" "liant_cellulosique" "2012" 0 "2013" 0.23501 "2013" 0.23501
"975" "maltodextrine" "2015" 0 "2016" 691.0568 "2019" 5972.069824
"976" "maltodextrine" "2015" 0 "2016" 691.0568 "2016" 691.0568
"977" "maltodextrine" "2015" 0 "2016" 691.0568 "2018" 6609.2768
"978" "maltodextrine" "2015" 0 "2016" 691.0568 "2017" 13509.0844
"979" "mandipropamide" "2008" 0 "2009" 14295.131 "2011" 20035.52575
"980" "mandipropamide" "2008" 0 "2009" 14295.131 "2019" 40163.30475
"981" "mandipropamide" "2008" 0 "2009" 14295.131 "2017" 53303.0055
"982" "mandipropamide" "2008" 0 "2009" 14295.131 "2016" 67143.81325
"983" "mandipropamide" "2008" 0 "2009" 14295.131 "2010" 20714.317
"984" "mandipropamide" "2008" 0 "2009" 14295.131 "2015" 35754.19025
"985" "mandipropamide" "2008" 0 "2009" 14295.131 "2009" 14295.131
"986" "mandipropamide" "2008" 0 "2009" 14295.131 "2013" 42905.7295
"987" "mandipropamide" "2008" 0 "2009" 14295.131 "2008" 0
"988" "mandipropamide" "2008" 0 "2009" 14295.131 "2018" 100831.17725
"989" "mandipropamide" "2008" 0 "2009" 14295.131 "2012" 39701.242
"990" "mandipropamide" "2008" 0 "2009" 14295.131 "2014" 56458.0625
"991" "mefluidide_(sel_de_diethanolamine)" "2014" 0 "2015" 1.92 "2015" 1.92
"992" "meptyldinocap" "2008" 0 "2009" 11868.99 "2018" 22839.4908
"993" "meptyldinocap" "2008" 0 "2009" 11868.99 "2009" 11868.99
"994" "meptyldinocap" "2008" 0 "2009" 11868.99 "2010" 18535.0165
"995" "meptyldinocap" "2008" 0 "2009" 11868.99 "2013" 43594.4957
"996" "meptyldinocap" "2008" 0 "2009" 11868.99 "2015" 33021.5725
